STIMP 3.0?m – Downhill (15?cm past),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Slope elevation (centimeters),,,,,,,,,,,,,,,,,,,,,,,,,,,
Putt Length (m),0,3,5,8,10,13,15,18,20,23,25,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60
0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,12,10,9,,,,,,,,,,,,,,,,,,,,,,,,,
1.8,12,12,10,9,,,,,,,,,,,,,,,,,,,,,,,,
2.1,12,12,10,10,9,,,,,,,,,,,,,,,,,,,,,,,
2.4,12,12,12,10,10,9,,,,,,,,,,,,,,,,,,,,,,
2.7,12,12,12,12,10,10,9,,,,,,,,,,,,,,,,,,,,,
3,20,12,12,12,12,10,10,9,,,,,,,,,,,,,,,,,,,,
3.3,20,20,12,12,12,12,10,10,9,,,,,,,,,,,,,,,,,,,
3.6,20,20,20,12,12,12,12,10,10,9,,,,,,,,,,,,,,,,,,
3.9,20,20,20,20,12,12,12,12,10,9,9,,,,,,,,,,,,,,,,,
4.2,20,20,20,20,12,12,12,12,10,10,9,9,,,,,,,,,,,,,,,,
4.5,20,20,20,20,13,12,12,12,12,10,9,9,9,,,,,,,,,,,,,,,
4.8,20,20,20,20,20,13,12,12,12,12,10,9,9,9,,,,,,,,,,,,,,
5.1,20,20,20,20,20,20,13,12,12,12,10,10,9,9,9,,,,,,,,,,,,,
5.4,20,20,20,20,20,20,20,13,12,12,12,10,10,9,9,9,,,,,,,,,,,,
5.7,23,20,20,20,20,20,20,20,13,12,12,12,10,10,9,9,9,,,,,,,,,,,
6,23,23,20,20,20,20,20,20,20,13,12,12,12,10,10,9,9,9,,,,,,,,,,
6.3,23,23,23,20,20,20,20,20,20,20,13,12,12,12,10,10,9,9,9,,,,,,,,,
6.6,23,23,23,20,20,20,20,20,20,20,20,12,12,12,12,10,10,9,9,9,,,,,,,,
6.9,23,23,23,23,20,20,20,20,20,20,20,20,12,12,12,12,10,10,9,9,9,,,,,,,
7.2,23,23,23,23,23,20,20,20,20,20,20,20,12,12,12,12,12,10,10,9,9,9,,,,,,
7.5,23,23,23,23,23,23,20,20,20,20,20,20,20,12,12,12,12,12,10,10,9,9,9,,,,,
7.8,26,23,23,23,23,23,23,20,20,20,20,20,20,20,12,12,12,12,12,10,10,9,9,9,,,,
8.1,26,26,23,23,23,23,23,23,20,20,20,20,20,20,20,12,12,12,12,12,10,10,9,9,9,,,
8.4,26,26,26,23,23,23,23,23,23,20,20,20,20,20,20,20,12,12,12,12,12,10,10,9,9,9,,
8.7,26,26,26,26,23,23,23,23,23,23,20,20,20,20,20,20,20,12,12,12,12,12,10,10,9,9,9,
9,26,26,26,26,26,23,23,23,23,23,20,20,20,20,20,20,20,20,12,12,12,12,12,10,10,9,9,9
9.3,26,26,26,26,26,26,23,23,23,23,23,20,20,20,20,20,20,20,20,12,12,12,12,12,10,10,9,9
9.6,26,26,26,26,26,26,26,23,23,23,23,23,23,20,20,20,20,20,20,20,12,12,12,12,12,10,10,9
9.9,29,26,26,26,26,26,26,26,23,23,23,23,23,23,20,20,20,20,20,20,20,12,12,12,12,12,10,10
10.2,29,29,26,26,26,26,26,26,26,23,23,23,23,23,23,20,20,20,20,20,20,20,12,12,12,12,12,10
10.5,29,29,29,26,26,26,26,26,26,26,23,23,23,23,23,23,20,20,20,20,20,20,20,12,12,12,12,12
10.8,29,29,29,29,26,26,26,26,26,26,26,23,23,23,23,23,23,20,20,20,20,20,20,20,12,12,12,12
11.1,29,29,29,29,29,26,26,26,26,26,26,26,23,23,23,23,23,23,20,20,20,20,20,20,20,12,12,12
11.4,29,29,29,29,29,29,26,26,26,26,26,26,26,23,23,23,23,23,23,20,20,20,20,20,20,20,12,12
11.7,29,29,29,29,29,29,29,26,26,26,26,26,26,26,23,23,23,23,23,23,20,20,20,20,20,20,20,12
12,32,29,29,29,29,29,29,29,26,26,26,26,26,26,26,23,23,23,23,23,23,20,20,20,20,20,20,20
12.3,32,32,29,29,29,29,29,29,29,26,26,26,26,26,26,26,23,23,23,23,23,23,20,20,20,20,20,20
12.6,32,32,32,29,29,29,29,29,29,29,26,26,26,26,26,26,26,23,23,23,23,23,23,20,20,20,20,20
12.9,32,32,32,32,29,29,29,29,29,29,29,26,26,26,26,26,26,26,23,23,23,23,23,23,20,20,20,20
13.2,32,32,32,32,32,29,29,29,29,29,29,29,26,26,26,26,26,26,26,23,23,23,23,23,23,20,20,20
13.5,32,32,32,32,32,32,29,29,29,29,29,29,29,26,26,26,26,26,26,26,23,23,23,23,23,23,20,20
13.8,32,32,32,32,32,32,32,29,29,29,29,29,29,29,26,26,26,26,26,26,26,23,23,23,23,23,23,20
14.1,35,32,32,32,32,32,32,32,29,29,29,29,29,29,29,26,26,26,26,26,26,26,23,23,23,23,23,23
14.4,35,35,32,32,32,32,32,32,32,29,29,29,29,29,29,29,26,26,26,26,26,26,26,23,23,23,23,23
14.7,35,35,35,32,32,32,32,32,32,32,29,29,29,29,29,29,29,26,26,26,26,26,26,26,23,23,23,23
15,35,35,35,35,32,32,32,32,32,32,32,29,29,29,29,29,29,29,26,26,26,26,26,26,26,23,23,23
15.3,35,35,35,35,35,32,32,32,32,32,32,32,29,29,29,29,29,29,29,26,26,26,26,26,26,26,23,23
15.6,35,35,35,35,35,35,32,32,32,32,32,32,32,29,29,29,29,29,29,29,26,26,26,26,26,26,26,23
15.9,35,35,35,35,35,35,35,32,32,32,32,32,32,32,29,29,29,29,29,29,29,26,26,26,26,26,26,26
16.2,38,35,35,35,35,35,35,35,32,32,32,32,32,32,32,29,29,29,29,29,29,29,26,26,26,26,26,26
16.5,38,38,35,35,35,35,35,35,35,32,32,32,32,32,32,32,29,29,29,29,29,29,29,26,26,26,26,26
16.8,38,38,38,35,35,35,35,35,35,35,32,32,32,32,32,32,32,29,29,29,29,29,29,29,26,26,26,26
17.1,38,38,38,38,35,35,35,35,35,35,35,32,32,32,32,32,32,32,29,29,29,29,29,29,29,26,26,26
