STIMP 4.6?m – Uphill (15?cm past),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Slope elevation (centimeters),,,,,,,,,,,,,,,,,,,,,,,,,,,
Putt Length (m),0,3,5,8,10,13,15,18,20,23,25,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60
0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,7,7,10,,,,,,,,,,,,,,,,,,,,,,,,,
1.2,7,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,
1.5,10,10,10,13,,,,,,,,,,,,,,,,,,,,,,,,
1.8,10,10,13,13,16,,,,,,,,,,,,,,,,,,,,,,,
2.1,10,13,13,13,16,16,,,,,,,,,,,,,,,,,,,,,,
2.4,13,13,13,16,16,16,19,,,,,,,,,,,,,,,,,,,,,
2.7,13,13,16,16,16,19,19,19,,,,,,,,,,,,,,,,,,,,
3,13,16,16,16,16,19,19,19,,,,,,,,,,,,,,,,,,,,
3.3,16,16,16,16,19,19,19,22,22,,,,,,,,,,,,,,,,,,,
3.6,16,16,16,19,19,19,19,22,22,22,,,,,,,,,,,,,,,,,,
3.9,16,16,19,19,19,19,22,22,22,22,25,,,,,,,,,,,,,,,,,
4.2,16,19,19,19,19,22,22,22,22,22,25,,,,,,,,,,,,,,,,,
4.5,16,19,19,19,19,22,22,22,22,25,25,25,,,,,,,,,,,,,,,,
4.8,19,19,19,19,22,22,22,22,25,25,25,25,25,,,,,,,,,,,,,,,
5.1,19,19,19,22,22,22,22,22,25,25,25,25,25,28,28,28,28,28,28,28,28,31,31,31,31,31,31,34
5.4,19,19,22,22,22,22,22,25,25,25,25,25,28,28,28,28,28,28,28,28,31,31,31,31,31,31,34,34
5.7,19,19,22,22,22,22,25,25,25,25,25,28,28,28,28,28,28,28,28,31,31,31,31,31,31,34,34,34
6,19,22,22,22,22,25,25,25,25,25,28,28,28,28,28,28,28,28,31,31,31,31,31,31,34,34,34,34
6.3,22,22,22,22,22,25,25,25,25,25,28,28,28,28,28,28,28,31,31,31,31,31,31,34,34,34,34,34
6.6,22,22,22,22,25,25,25,25,25,28,28,28,28,28,28,28,31,31,31,31,31,31,34,34,34,34,34,34
6.9,22,22,22,25,25,25,25,25,28,28,28,28,28,28,28,31,31,31,31,31,31,34,34,34,34,34,34,37
7.2,22,22,22,25,25,25,25,28,28,28,28,28,28,28,31,31,31,31,31,31,34,34,34,34,34,34,37,37
7.5,22,22,25,25,25,25,25,28,28,28,28,28,28,31,31,31,31,31,31,34,34,34,34,34,34,37,37,37
7.8,22,25,25,25,25,25,28,28,28,28,28,28,31,31,31,31,31,31,34,34,34,34,34,34,37,37,37,37
8.1,25,25,25,25,25,28,28,28,28,28,28,31,31,31,31,31,31,34,34,34,34,34,34,37,37,37,37,37
8.4,25,25,25,25,28,28,28,28,28,28,31,31,31,31,31,31,34,34,34,34,34,34,37,37,37,37,37,37
8.7,25,25,25,25,28,28,28,28,28,31,31,31,31,31,31,34,34,34,34,34,34,37,37,37,37,37,37,41
9,25,25,25,28,28,28,28,28,28,31,31,31,31,31,34,34,34,34,34,34,37,37,37,37,37,37,41,41
9.3,25,25,28,28,28,28,28,28,31,31,31,31,31,34,34,34,34,34,34,37,37,37,37,37,37,41,41,41
9.6,25,28,28,28,28,28,28,31,31,31,31,31,34,34,34,34,34,34,37,37,37,37,37,37,41,41,41,41
9.9,28,28,28,28,28,28,31,31,31,31,31,34,34,34,34,34,34,37,37,37,37,37,37,41,41,41,41,41
10.2,28,28,28,28,28,31,31,31,31,31,34,34,34,34,34,34,37,37,37,37,37,37,41,41,41,41,41,41
10.5,28,28,28,28,31,31,31,31,31,34,34,34,34,34,34,37,37,37,37,37,37,41,41,41,41,41,41,44
10.8,28,28,28,31,31,31,31,31,31,34,34,34,34,34,37,37,37,37,37,37,41,41,41,41,41,41,44,44
11.1,28,28,31,31,31,31,31,31,34,34,34,34,34,37,37,37,37,37,37,41,41,41,41,41,41,44,44,44
11.4,28,31,31,31,31,31,31,34,34,34,34,34,37,37,37,37,37,37,41,41,41,41,41,41,44,44,44,44
11.7,31,31,31,31,31,31,34,34,34,34,34,37,37,37,37,37,37,41,41,41,41,41,41,44,44,44,44,44
12,31,31,31,31,31,34,34,34,34,34,37,37,37,37,37,37,41,41,41,41,41,41,44,44,44,44,44,47
12.3,31,31,31,31,34,34,34,34,34,37,37,37,37,37,37,41,41,41,41,41,41,44,44,44,44,44,47,47
12.6,31,31,31,34,34,34,34,34,34,37,37,37,37,37,41,41,41,41,41,41,44,44,44,44,44,47,47,47
12.9,31,31,34,34,34,34,34,34,37,37,37,37,37,41,41,41,41,41,41,44,44,44,44,44,47,47,47,47
13.2,31,34,34,34,34,34,34,37,37,37,37,37,41,41,41,41,41,41,44,44,44,44,44,47,47,47,47,47
13.5,34,34,34,34,34,34,37,37,37,37,37,41,41,41,41,41,41,44,44,44,44,44,47,47,47,47,47,47
13.8,34,34,34,34,34,37,37,37,37,37,41,41,41,41,41,41,44,44,44,44,44,47,47,47,47,47,47,50
14.1,34,34,34,34,37,37,37,37,37,41,41,41,41,41,41,44,44,44,44,44,47,47,47,47,47,47,50,50
14.4,34,34,34,37,37,37,37,37,37,41,41,41,41,41,44,44,44,44,44,47,47,47,47,47,47,50,50,50
14.7,34,34,37,37,37,37,37,37,41,41,41,41,41,44,44,44,44,44,47,47,47,47,47,47,50,50,50,50
15,34,37,37,37,37,37,37,41,41,41,41,41,44,44,44,44,44,47,47,47,47,47,47,50,50,50,50,50
15.3,37,37,37,37,37,37,41,41,41,41,41,44,44,44,44,44,47,47,47,47,47,47,50,50,50,50,50,50
15.6,37,37,37,37,37,41,41,41,41,41,44,44,44,44,44,47,47,47,47,47,47,50,50,50,50,50,50,53
15.9,37,37,37,37,41,41,41,41,41,44,44,44,44,44,47,47,47,47,47,47,50,50,50,50,50,50,53,53
16.2,37,37,37,41,41,41,41,41,41,44,44,44,44,47,47,47,47,47,47,50,50,50,50,50,50,53,53,53
16.5,37,37,41,41,41,41,41,41,44,44,44,44,47,47,47,47,47,47,50,50,50,50,50,50,53,53,53,53
16.8,37,41,41,41,41,41,41,44,44,44,44,47,47,47,47,47,47,50,50,50,50,50,50,53,53,53,53,53
