STIMP 3.2?m – Uphill (30?cm past),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Slope elevation (centimeters),,,,,,,,,,,,,,,,,,,,,,,,,,,
Putt Length (m),0,3,5,8,10,13,15,18,20,23,25,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60
0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,8,11,11,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,10,11,14,14,,,,,,,,,,,,,,,,,,,,,,,,
1.2,11,11,14,14,17,,,,,,,,,,,,,,,,,,,,,,,
1.5,11,11,14,17,17,17,,,,,,,,,,,,,,,,,,,,,,
1.8,14,14,14,17,17,17,20,,,,,,,,,,,,,,,,,,,,,
2.1,14,14,17,17,17,20,20,20,,,,,,,,,,,,,,,,,,,,
2.4,14,17,17,17,20,20,20,20,23,,,,,,,,,,,,,,,,,,,
2.7,17,17,17,20,20,20,20,23,23,23,23,,,,,,,,,,,,,,,,,
3,17,17,20,20,20,20,23,23,23,23,26,26,,,,,,,,,,,,,,,,
3.3,17,20,20,20,20,23,23,23,23,26,26,26,26,26,26,29,29,29,29,29,32,32,32,32,32,32,35,35
3.6,20,20,20,20,23,23,23,23,26,26,26,26,26,26,29,29,29,29,29,32,32,32,32,32,32,35,35,35
3.9,20,20,20,23,23,23,23,26,26,26,26,26,26,29,29,29,29,29,32,32,32,32,32,32,35,35,35,35
4.2,20,20,23,23,23,23,26,26,26,26,26,26,29,29,29,29,29,32,32,32,32,32,32,35,35,35,35,37
4.5,20,23,23,23,23,26,26,26,26,26,26,29,29,29,29,29,32,32,32,32,32,32,35,35,35,35,37,37
4.8,23,23,23,23,26,26,26,26,26,26,29,29,29,29,29,32,32,32,32,32,32,35,35,35,35,37,37,37
5.1,23,23,23,26,26,26,26,26,26,29,29,29,29,29,32,32,32,32,32,32,35,35,35,35,37,37,37,37
5.4,23,23,26,26,26,26,26,26,29,29,29,29,29,32,32,32,32,32,32,35,35,35,35,37,37,37,37,37
5.7,23,26,26,26,26,26,26,29,29,29,29,29,32,32,32,32,32,32,35,35,35,35,37,37,37,37,37,40
6,26,26,26,26,26,26,29,29,29,29,29,32,32,32,32,32,32,35,35,35,35,37,37,37,37,37,40,40
6.3,26,26,26,26,29,29,29,29,29,29,32,32,32,32,32,32,35,35,35,35,37,37,37,37,37,40,40,40
6.6,26,26,26,29,29,29,29,29,29,32,32,32,32,32,32,35,35,35,35,37,37,37,37,37,40,40,40,40
6.9,26,26,29,29,29,29,29,29,32,32,32,32,32,32,35,35,35,35,37,37,37,37,37,40,40,40,40,40
7.2,26,29,29,29,29,29,29,32,32,32,32,32,32,35,35,35,35,37,37,37,37,37,40,40,40,40,40,43
7.5,29,29,29,29,29,29,32,32,32,32,32,32,35,35,35,35,37,37,37,37,37,40,40,40,40,40,43,43
7.8,29,29,29,29,29,32,32,32,32,32,32,35,35,35,35,37,37,37,37,37,40,40,40,40,40,43,43,43
8.1,29,29,29,29,32,32,32,32,32,32,35,35,35,35,37,37,37,37,37,40,40,40,40,40,43,43,43,43
8.4,29,29,32,32,32,32,32,32,32,35,35,35,35,37,37,37,37,37,40,40,40,40,40,43,43,43,43,43
8.7,29,32,32,32,32,32,32,32,35,35,35,35,37,37,37,37,37,40,40,40,40,40,43,43,43,43,43,46
9,32,32,32,32,32,32,32,35,35,35,35,37,37,37,37,37,40,40,40,40,40,43,43,43,43,43,46,46
9.3,32,32,32,32,32,32,35,35,35,35,37,37,37,37,37,40,40,40,40,40,43,43,43,43,43,46,46,46
9.6,32,32,32,32,32,35,35,35,35,37,37,37,37,37,40,40,40,40,40,43,43,43,43,43,46,46,46,46
9.9,32,32,32,32,35,35,35,35,37,37,37,37,37,40,40,40,40,40,43,43,43,43,43,46,46,46,46,46
10.2,32,32,35,35,35,35,35,37,37,37,37,37,40,40,40,40,40,43,43,43,43,43,46,46,46,46,46,50
10.5,32,35,35,35,35,35,37,37,37,37,37,40,40,40,40,40,43,43,43,43,43,46,46,46,46,46,50,50
10.8,35,35,35,35,35,37,37,37,37,37,40,40,40,40,40,43,43,43,43,43,46,46,46,46,46,50,50,50
11.1,35,35,35,35,37,37,37,37,37,40,40,40,40,40,43,43,43,43,43,46,46,46,46,46,50,50,50,50
11.4,35,35,37,37,37,37,37,37,40,40,40,40,40,43,43,43,43,43,46,46,46,46,46,50,50,50,50,50
11.7,35,37,37,37,37,37,37,40,40,40,40,40,43,43,43,43,43,46,46,46,46,46,50,50,50,50,50,53
12,37,37,37,37,37,37,40,40,40,40,40,43,43,43,43,43,46,46,46,46,46,50,50,50,50,50,53,53
12.3,37,37,37,37,37,40,40,40,40,40,43,43,43,43,43,46,46,46,46,46,50,50,50,50,50,53,53,53
12.6,37,37,37,37,40,40,40,40,40,43,43,43,43,43,46,46,46,46,46,50,50,50,50,50,53,53,53,53
12.9,37,37,40,40,40,40,40,40,43,43,43,43,43,46,46,46,46,46,50,50,50,50,50,53,53,53,53,53
13.2,37,40,40,40,40,40,40,43,43,43,43,43,46,46,46,46,46,50,50,50,50,50,53,53,53,53,53,56
13.5,40,40,40,40,40,40,43,43,43,43,43,46,46,46,46,46,50,50,50,50,50,53,53,53,53,53,56,56
13.8,40,40,40,40,40,43,43,43,43,43,46,46,46,46,46,50,50,50,50,50,53,53,53,53,53,56,56,56
14.1,40,40,40,40,43,43,43,43,43,46,46,46,46,46,50,50,50,50,50,53,53,53,53,53,56,56,56,56
14.4,40,40,40,43,43,43,43,43,46,46,46,46,46,50,50,50,50,50,53,53,53,53,53,56,56,56,56,56
14.7,40,40,43,43,43,43,43,46,46,46,46,46,50,50,50,50,50,53,53,53,53,53,56,56,56,56,56,59
15,40,43,43,43,43,43,46,46,46,46,46,50,50,50,50,50,53,53,53,53,53,56,56,56,56,56,59,59
15.3,43,43,43,43,43,46,46,46,46,46,50,50,50,50,50,53,53,53,53,53,56,56,56,56,56,59,59,59
15.6,43,43,43,43,46,46,46,46,46,50,50,50,50,50,53,53,53,53,53,56,56,56,56,56,59,59,59,59
15.9,43,43,43,46,46,46,46,46,50,50,50,50,50,53,53,53,53,53,56,56,56,56,56,59,59,59,59,59
16.2,43,43,46,46,46,46,46,50,50,50,50,50,53,53,53,53,53,56,56,56,56,56,59,59,59,59,59,62
